2025-09-29,16:30:07,25SIW,KENDARAAN PRIBADI / BADAN HUKUM,putih,0.65,capture_20250929_163007_082222.jpg
2025-09-29,16:37:45,71825SR,KENDARAAN PRIBADI / BADAN HUKUM,putih,0.56,capture_20250929_163745_823769.jpg
2025-09-29,16:37:50,7825SR,KENDARAAN PRIBADI / BADAN HUKUM,putih,0.87,capture_20250929_163750_645520.jpg
2025-09-29,16:37:54,1825SR,KENDARAAN PRIBADI / BADAN HUKUM,putih,0.81,capture_20250929_163754_411735.jpg
